5.3	3.7	1.5	0.2	1	4.58889e-50	1.10564e-36	
5	3.3	1.4	0.2	1	3.65741e-39	1.58002e-31	
7	3.2	4.7	1.4	1.76849e-94	0.999713	0.00028671	
6.4	3.2	4.5	1.5	9.69516e-86	0.998593	0.00140672	
6.9	3.1	4.9	1.5	5.12174e-107	0.994357	0.00564269	
5.5	2.3	4	1.3	1.47531e-65	0.930151	0.0698486	
6.5	2.8	4.6	1.5	1.2503e-94	0.969636	0.0303642	
5.7	2.8	4.5	1.3	8.77071e-81	0.967993	0.032007	
6.3	3.3	4.7	1.6	6.7141e-96	0.986309	0.0136915	
4.9	2.4	3.3	1	5.02139e-35	0.999837	0.000162791	
6.6	2.9	4.6	1.3	1.46903e-88	0.998575	0.00142457	
5.2	2.7	3.9	1.4	6.40912e-62	0.966264	0.0337363	
5	2	3.5	1	2.0085e-43	0.998151	0.0018491	
5.9	3	4.2	1.5	2.23326e-74	0.992619	0.00738111	
6	2.2	4	1	1.79153e-62	0.999101	0.000898632	
6.1	2.9	4.7	1.4	1.22353e-92	0.966465	0.0335349	
5.6	2.9	3.6	1.3	3.46829e-48	0.999791	0.00020937	
6.7	3.1	4.4	1.4	2.10639e-81	0.999872	0.000127823	
5.6	3	4.5	1.5	3.17512e-85	0.923493	0.0765068	
5.8	2.7	4.1	1	1.00298e-58	0.996435	0.00356483	
6.2	2.2	4.5	1.5	3.42305e-95	0.00274731	0.997253	
5.6	2.5	3.9	1.1	3.65644e-56	0.999485	0.000514866	
5.9	3.2	4.8	1.8	4.54388e-108	0.0526794	0.947321	
6.1	2.8	4	1.3	5.98768e-64	0.999838	0.000161645	
6.3	2.5	4.9	1.5	8.51302e-110	0.0415598	0.95844	
6.1	2.8	4.7	1.2	1.27224e-87	0.911806	0.0881938	
6.4	2.9	4.3	1.3	2.34873e-75	0.999775	0.000225414	
6.6	3	4.4	1.4	4.26635e-82	0.999715	0.000284985	
6.8	2.8	4.8	1.4	1.29207e-102	0.987568	0.0124318	
6.7	3	5	1.7	1.02396e-117	0.3286	0.6714	
6	2.9	4.5	1.5	3.95997e-87	0.963891	0.0361089	
5.7	2.6	3.5	1	2.01652e-40	0.999985	1.45468e-05	
5.5	2.4	3.8	1.1	1.79726e-53	0.999493	0.00050668	
5.5	2.4	3.7	1	7.03358e-48	0.999812	0.000188166	
5.8	2.7	3.9	1.2	1.34637e-57	0.999822	0.000178327	
6	2.7	5.1	1.6	4.7492e-119	0.00671439	0.993286	
5.4	3	4.5	1.5	5.66266e-85	0.847436	0.152564	
6	3.4	4.5	1.6	8.63732e-86	0.987095	0.0129048	
6.7	3.1	4.7	1.5	7.04984e-97	0.997489	0.00251089	
6.3	2.3	4.4	1.3	9.44251e-85	0.917478	0.0825219	
5.6	3	4.1	1.3	8.91048e-64	0.9985	0.00149985	
5.5	2.5	4	1.3	2.50808e-64	0.98967	0.0103299	
5.5	2.6	4.4	1.2	4.77927e-75	0.940151	0.0598491	
6.1	3	4.6	1.4	1.65286e-87	0.990828	0.00917179	
5.8	2.6	4	1.2	5.28186e-62	0.999495	0.000505126	
5	2.3	3.3	1	5.93104e-36	0.999878	0.000121823	
5.6	2.7	4.2	1.3	3.88529e-70	0.993616	0.00638391	
5.7	3	4.2	1.2	2.73059e-64	0.997234	0.0027664	
5.7	2.9	4.2	1.3	1.3373e-68	0.997909	0.00209126	
6.2	2.9	4.3	1.3	2.86675e-74	0.999481	0.000518889	
5.1	2.5	3	1.1	3.09853e-29	0.999938	6.1627e-05	
5.7	2.8	4.1	1.3	5.3949e-66	0.998567	0.00143311	
6.3	3.3	6	2.5	2.14439e-207	4.58537e-17	1	
5.8	2.7	5.1	1.9	1.37083e-131	9.90537e-08	1	
7.1	3	5.9	2.1	5.21028e-186	2.36592e-09	1	
6.3	2.9	5.6	1.8	9.68584e-152	4.06568e-05	0.999959	
6.5	3	5.8	2.2	4.43804e-182	6.82338e-12	1	
7.6	3	6.6	2.1	6.3035e-234	2.37132e-11	1	
4.9	2.5	4.5	1.7	3.58436e-97	1.10841e-05	0.999989	
7.3	2.9	6.3	1.8	1.75825e-200	1.85043e-07	1	
6.7	2.5	5.8	1.8	1.03562e-170	5.02888e-09	1	
7.2	3.6	6.1	2.5	2.10818e-212	4.50331e-13	1	
6.5	3.2	5.1	2	6.72324e-133	5.70312e-05	0.999943	
6.4	2.7	5.3	1.9	1.27062e-143	1.50678e-07	1	
6.8	3	5.5	2.1	4.00259e-162	5.37446e-09	1	
5.7	2.5	5	2	6.4153e-134	1.96202e-12	1	
5.8	2.8	5.1	2.4	3.82058e-160	2.78177e-22	1	
6.4	3.2	5.3	2.3	1.50211e-159	9.13576e-13	1	
6.5	3	5.5	1.8	4.18372e-146	0.000743819	0.999256	
7.7	3.8	6.7	2.2	7.46183e-233	5.10647e-06	0.999995	
7.7	2.6	6.9	2.3	6.99612e-272	2.41488e-22	1	
6	2.2	5	1.5	2.05802e-116	4.95471e-05	0.99995	
6.9	3.2	5.7	2.3	8.93915e-182	4.0223e-12	1	
5.6	2.8	4.9	2	1.5695e-126	3.00598e-09	1	
7.7	2.8	6.7	2	6.44326e-241	1.6244e-12	1	
6.3	2.7	4.9	1.8	2.63575e-119	4.88706e-05	0.999951	
6.7	3.3	5.7	2.1	3.14673e-168	1.86295e-06	0.999998	
7.2	3.2	6	1.8	3.82347e-176	0.000712638	0.999287	
6.2	2.8	4.8	1.8	3.61592e-113	0.000334036	0.999666	
6.1	3	4.9	1.8	5.11525e-115	0.00572183	0.994278	
6.4	2.8	5.6	2.1	7.54937e-168	1.68199e-11	1	
7.2	3	5.8	1.6	2.84461e-160	0.00458464	0.995415	
7.4	2.8	6.1	1.9	1.48005e-194	2.9043e-08	1	
7.9	3.8	6.4	2	3.92351e-205	0.00586424	0.994136	
6.4	2.8	5.6	2.2	2.26769e-173	2.95104e-14	1	
6.3	2.8	5.1	1.5	1.10718e-115	0.21559	0.78441	
6.1	2.6	5.6	1.4	3.81085e-140	2.98061e-05	0.99997	
7.7	3	6.1	2.3	1.36146e-213	1.65634e-14	1	
6.3	3.4	5.6	2.4	2.08288e-178	3.2138e-13	1	
6.4	3.1	5.5	1.8	2.26997e-144	0.00236352	0.997636	
6	3	4.8	1.8	2.49e-110	0.00554956	0.99445	
6.9	3.1	5.4	2.1	4.34396e-156	7.19661e-08	1	
6.7	3.1	5.6	2.4	4.11213e-183	9.99078e-17	1	
6.9	3.1	5.1	2.3	4.90101e-153	3.24841e-14	1	
5.8	2.7	5.1	1.9	1.37083e-131	9.90537e-08	1	
6.8	3.2	5.9	2.3	3.05932e-192	3.6678e-12	1	
6.7	3.3	5.7	2.5	2.36321e-192	1.95183e-17	1	
6.7	3	5.2	2.3	2.94095e-158	2.75154e-15	1	
6.3	2.5	5	1.9	3.77594e-131	2.07165e-09	1	
6.5	3	5.2	2	2.75033e-140	1.10666e-06	0.999999	
6.2	3.4	5.4	2.3	7.54668e-162	1.25204e-10	1	
5.9	3	5.1	1.8	6.55224e-124	0.00165421	0.998346	
